GEOID,poptotal,gender_male,gender_female,age_0to4,age_5to9,age_10to14,age_15to19,age_20to24,age_25to34,age_35to44,age_45to54,age_55to59,age_60to64,age_65to74,age_75to84,age_85plus
860Z200US62711,17752,8146,9606,865,1647,1054,913,455,1604,2260,2315,1503,1031,2235,1138,732
860Z200US62712,9955,4865,5090,578,442,466,676,520,1007,1117,1187,994,820,1427,496,225
860Z200US62801,20243,10747,9496,1233,1169,1142,1229,1083,2382,2554,2395,1517,1582,2076,1271,610
860Z200US62803,1126,557,569,80,189,39,71,72,79,209,95,45,42,125,43,37
860Z200US62806,3308,1638,1670,218,252,170,272,114,334,443,437,166,216,347,214,125
860Z200US62807,887,419,468,27,103,38,28,33,113,189,96,77,50,74,47,12
860Z200US62808,1783,1030,753,73,176,143,110,76,172,274,280,99,150,147,71,12
860Z200US62809,357,203,154,5,42,64,3,0,14,97,14,49,18,34,14,3
860Z200US62810,926,488,438,75,67,43,37,63,128,73,74,87,80,111,52,36
860Z200US62811,325,139,186,14,43,48,17,7,39,33,37,19,13,36,18,1
860Z200US62812,11514,5877,5637,752,621,895,809,610,1203,1333,1446,686,824,1317,749,269
860Z200US62814,1840,910,930,135,109,165,154,72,217,177,221,155,123,175,110,27
860Z200US62815,228,104,124,6,11,9,10,18,16,28,59,22,18,23,6,2
860Z200US62816,1059,503,556,35,44,40,46,36,104,139,137,97,80,164,118,19
860Z200US62817,542,293,249,0,7,15,6,13,59,42,57,55,163,80,45,0
860Z200US62818,407,201,206,19,37,18,19,8,30,38,78,44,43,53,20,0
860Z200US62819,309,153,156,12,17,17,8,29,41,46,41,7,6,59,9,17
860Z200US62820,213,100,113,4,25,9,0,58,10,25,25,14,21,9,13,0
860Z200US62821,7117,3600,3517,413,476,320,367,259,901,748,816,517,567,950,532,251
860Z200US62822,2517,1239,1278,127,175,140,145,142,334,266,326,225,138,285,126,88
860Z200US62823,1854,876,978,153,115,121,85,143,217,157,275,109,139,180,115,45
860Z200US62824,1692,807,885,102,99,134,108,91,242,156,240,91,103,161,140,25
860Z200US62825,249,123,126,20,3,5,9,16,27,29,37,20,30,32,17,4
860Z200US62827,1175,581,594,79,61,63,45,65,97,130,214,60,166,122,62,11
860Z200US62828,1336,585,751,130,165,98,74,39,109,160,145,94,112,86,89,35
860Z200US62829,159,100,59,0,0,0,0,65,26,0,68,0,0,0,0,0
860Z200US62830,1263,641,622,49,76,47,50,78,133,177,163,86,93,211,68,32
860Z200US62831,378,181,197,21,3,3,22,3,20,35,62,22,45,106,33,3
860Z200US62832,8932,4430,4502,455,667,493,604,656,876,1072,1281,535,629,900,546,218
860Z200US62833,319,170,149,19,27,5,7,10,55,17,22,30,30,57,32,8
860Z200US62835,1328,569,759,51,94,85,50,73,130,147,158,101,70,178,121,70
860Z200US62836,896,475,421,65,72,83,55,41,67,120,110,89,51,89,35,19
860Z200US62837,8453,4237,4216,462,386,537,522,412,998,914,995,728,625,1050,511,313
860Z200US62838,1953,978,975,182,130,116,64,136,297,162,245,95,118,253,124,31
860Z200US62839,6418,3102,3316,159,416,434,460,401,598,752,814,527,617,626,336,278
860Z200US62841,189,113,76,5,11,28,36,0,13,24,12,2,14,25,14,5
860Z200US62842,704,360,344,33,30,48,36,28,70,85,46,78,51,139,44,16
860Z200US62843,127,79,48,6,10,4,0,0,20,0,21,12,9,3,0,42
860Z200US62844,2015,976,1039,112,149,132,103,92,226,315,171,198,110,236,95,76
860Z200US62846,2332,1909,423,61,32,48,68,196,421,421,432,193,141,229,85,5
860Z200US62848,618,304,314,55,21,14,52,27,78,56,45,53,80,74,35,28
860Z200US62849,2070,1023,1047,229,210,89,83,91,266,249,203,185,95,241,92,37
860Z200US62850,639,325,314,98,83,110,59,35,26,122,11,8,38,19,28,2
860Z200US62851,246,141,105,3,0,0,32,24,7,75,47,10,10,29,9,0
860Z200US62852,130,59,71,8,3,0,8,4,15,14,23,25,6,17,6,1
860Z200US62853,1019,529,490,83,115,98,71,33,96,114,108,75,69,83,67,7
860Z200US62854,1571,755,816,67,60,113,174,43,81,174,306,50,92,256,143,12
860Z200US62856,309,139,170,27,18,17,13,11,29,29,33,23,45,52,12,0
860Z200US62858,3057,1628,1429,237,166,310,170,90,356,399,384,122,133,434,179,77
860Z200US62859,5411,2594,2817,272,199,435,287,308,660,708,634,286,345,715,406,156
860Z200US62860,380,199,181,18,12,8,7,8,23,40,61,116,19,39,25,4
860Z200US62861,166,96,70,0,5,9,13,22,32,31,12,4,25,12,1,0
860Z200US62862,325,161,164,6,19,17,31,5,63,29,15,40,23,52,23,2
860Z200US62863,9305,4525,4780,485,429,693,507,450,1062,1004,1136,790,646,1163,564,376
860Z200US62864,23111,11386,11725,1566,1637,1313,1286,1193,3110,2692,2797,1487,1383,2611,1419,617
860Z200US62865,1988,974,1014,54,82,134,100,32,332,134,270,187,172,289,164,38
860Z200US62867,406,171,235,6,4,16,23,105,19,45,30,35,43,60,13,7
860Z200US62868,1648,798,850,140,152,117,20,36,306,209,201,94,58,185,109,21
860Z200US62869,2626,1307,1319,137,224,261,255,106,207,346,355,233,155,170,125,52
860Z200US62870,2168,1108,1060,117,129,148,92,107,232,219,304,197,171,254,130,68
860Z200US62871,700,421,279,57,31,77,62,23,71,75,81,25,39,139,10,10
860Z200US62872,1182,607,575,61,78,116,80,88,77,171,165,38,111,124,66,7
860Z200US62874,384,203,181,12,16,26,13,19,41,44,102,7,22,55,19,8
860Z200US62875,1306,635,671,51,75,121,72,81,128,162,179,69,94,175,72,27
860Z200US62876,138,81,57,5,5,5,4,5,18,13,21,20,15,17,10,0
860Z200US62877,434,236,198,18,13,26,56,8,36,49,33,30,30,66,52,17
860Z200US62878,300,136,164,6,14,4,47,0,24,41,50,37,12,30,16,19
860Z200US62879,40,23,17,2,2,2,0,6,6,2,4,3,3,5,4,1
860Z200US62880,641,354,287,23,64,30,34,48,38,76,73,30,29,74,98,24
860Z200US62881,10897,5341,5556,634,744,651,593,597,1538,1334,1269,768,763,1190,595,221
860Z200US62882,2322,1127,1195,123,135,178,153,66,279,290,332,231,156,273,88,18
860Z200US62883,624,312,312,18,67,49,49,16,36,108,103,36,56,76,4,6
860Z200US62884,2776,1350,1426,107,246,147,145,169,264,397,318,239,218,260,222,44
860Z200US62885,550,281,269,64,39,12,23,14,90,74,32,47,74,45,30,6
860Z200US62886,280,123,157,13,33,1,5,18,42,24,31,27,25,40,19,2
860Z200US62887,227,115,112,23,27,4,5,8,48,27,13,23,18,3,28,0
860Z200US62888,1864,975,889,92,88,116,61,176,155,153,226,186,196,228,133,54
860Z200US62889,1140,624,516,76,53,89,118,91,71,68,115,145,123,134,46,11
860Z200US62890,2278,1149,1129,170,131,92,144,124,192,396,321,103,44,341,128,92
860Z200US62891,684,317,367,55,30,88,30,13,73,72,71,57,22,133,31,9
860Z200US62892,215,119,96,15,6,6,17,19,9,10,55,10,21,32,10,5
860Z200US62893,905,466,439,38,34,74,36,42,135,74,124,90,74,121,49,14
860Z200US62894,946,497,449,37,75,93,89,44,56,161,146,46,55,75,60,9
860Z200US62895,1856,918,938,95,102,119,135,75,169,184,250,174,120,203,145,85
860Z200US62896,11033,5433,5600,616,693,664,693,560,1195,1240,1497,987,729,1227,652,280
860Z200US62897,462,224,238,40,12,42,32,17,88,47,55,26,38,39,26,0
860Z200US62898,2159,1099,1060,159,178,143,163,142,228,239,343,158,137,184,69,16
860Z200US62899,1707,803,904,251,129,143,58,74,276,187,149,78,54,240,48,20
860Z200US62901,23296,11980,11316,574,889,827,3064,5621,3629,2116,1903,1023,879,1716,558,497
860Z200US62902,4232,2260,1972,118,181,303,234,585,501,227,634,387,333,480,193,56
860Z200US62903,2993,1501,1492,283,121,225,167,735,328,299,241,167,42,146,144,95
860Z200US62905,561,286,275,14,12,36,41,20,93,15,95,38,28,97,53,19
860Z200US62906,7332,3807,3525,383,275,614,248,362,797,780,906,704,449,1005,484,325
860Z200US62907,1805,805,1000,224,157,57,121,103,143,169,189,108,137,262,94,41
860Z200US62908,395,152,243,14,36,17,21,23,54,17,37,46,44,61,11,14
860Z200US62910,2174,1061,1113,94,184,152,103,99,233,358,250,131,267,173,96,34
860Z200US62912,1566,699,867,176,58,108,79,122,228,102,165,132,62,237,64,33
860Z200US62914,1968,944,1024,48,135,149,174,131,170,139,266,178,105,280,139,54
860Z200US62915,443,233,210,18,40,46,26,44,70,53,16,38,54,9,29,0
860Z200US62916,772,389,383,31,33,16,68,97,42,102,46,112,85,79,46,15
860Z200US62917,2564,1230,1334,230,152,129,169,102,309,280,295,205,185,281,152,75
860Z200US62918,10729,5119,5610,786,807,847,688,489,1369,1434,1280,548,737,1026,446,272
860Z200US62919,819,402,417,9,11,56,38,49,146,102,55,88,32,150,52,31
860Z200US62920,3013,1560,1453,127,121,156,288,126,316,315,484,164,244,359,284,29
860Z200US62921,301,152,149,53,20,13,12,23,36,39,19,37,12,9,20,8
860Z200US62922,3298,1745,1553,177,227,123,236,157,408,357,348,350,281,312,248,74
860Z200US62923,424,211,213,24,29,27,38,11,37,79,16,47,20,68,23,5
860Z200US62924,2819,1338,1481,125,169,247,194,105,403,362,453,200,146,260,105,50
860Z200US62926,2053,1054,999,92,145,187,144,122,198,254,301,114,116,228,122,30
860Z200US62927,353,180,173,31,22,17,5,37,55,30,32,30,41,28,20,5
860Z200US62928,49,22,27,6,0,2,3,2,9,4,0,3,12,4,0,4
860Z200US62930,5566,2838,2728,251,176,395,175,345,652,582,752,541,538,721,257,181
860Z200US62931,1365,751,614,30,37,74,77,103,93,119,121,103,135,330,89,54
860Z200US62932,1164,603,561,97,36,85,48,49,159,100,129,105,77,202,55,22
860Z200US62933,1184,456,728,76,117,84,31,23,134,104,66,100,110,180,107,52
860Z200US62934,641,315,326,8,30,36,29,2,55,103,52,91,61,117,45,12
860Z200US62935,2225,1105,1120,129,92,151,156,147,168,474,263,87,91,299,115,53
860Z200US62938,2807,1371,1436,129,153,140,160,96,211,280,295,330,260,445,198,110
860Z200US62939,2715,1267,1448,112,164,170,160,159,194,215,357,196,221,369,300,98
860Z200US62940,798,375,423,141,73,7,9,225,112,53,42,26,30,30,39,11
860Z200US62941,702,385,317,19,35,18,65,16,68,105,114,37,40,103,67,15
860Z200US62942,646,351,295,58,50,39,34,74,66,99,122,20,25,30,26,3
860Z200US62943,374,157,217,11,33,28,27,35,36,38,91,20,0,14,31,10
860Z200US62946,12215,5865,6350,816,680,851,721,397,1892,1204,1552,867,882,1222,680,451
860Z200US62947,373,219,154,0,5,9,8,0,0,61,7,11,59,88,93,32
860Z200US62948,12800,5859,6941,938,659,635,731,702,2007,1371,1710,962,842,1228,694,321
860Z200US62949,847,369,478,35,39,81,67,13,90,112,61,76,45,123,81,24
860Z200US62950,132,89,43,10,0,13,9,0,23,0,24,0,10,29,14,0
860Z200US62951,5115,2836,2279,195,217,308,282,308,471,607,829,488,518,540,234,118
860Z200US62952,3189,1484,1705,201,217,190,285,68,414,461,352,228,225,332,128,88
860Z200US62953,282,178,104,27,15,10,32,48,32,3,32,12,19,39,12,1
860Z200US62954,662,313,349,77,1,5,0,1,49,49,81,29,150,92,120,8
860Z200US62956,1387,603,784,131,156,95,106,85,195,58,113,44,73,253,59,19
860Z200US62957,599,362,237,29,80,6,16,6,52,117,71,37,74,73,26,12
860Z200US62958,2065,1067,998,125,110,86,145,59,200,212,391,171,190,280,74,22
860Z200US62959,27446,14203,13243,1371,1610,1653,1387,1197,3601,4113,3401,1416,1920,3432,1843,502
860Z200US62960,10673,5055,5618,526,732,563,559,448,1069,1286,1483,852,867,1119,779,390
860Z200US62961,31,19,12,1,1,0,5,8,0,8,5,0,0,0,3,0
860Z200US62962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860Z200US62963,746,386,360,19,54,89,86,26,35,164,65,58,37,72,41,0
860Z200US62964,1257,614,643,45,34,84,78,75,140,80,156,102,173,167,91,32
860Z200US62965,36,15,21,1,2,2,0,4,6,0,6,9,4,0,0,2
860Z200US62966,14419,6638,7781,1108,959,1011,743,707,1768,1899,1376,973,1071,1655,744,405
860Z200US62967,348,147,201,6,37,35,9,9,7,41,5,19,12,93,20,55
860Z200US62969,237,77,160,0,0,28,17,4,16,40,9,71,11,17,24,0
860Z200US62970,619,301,318,34,12,48,20,19,107,32,34,105,47,94,55,12
860Z200US62972,1190,504,686,81,159,51,67,70,101,70,166,110,96,168,51,0
860Z200US62974,1624,817,807,32,113,172,74,163,110,192,198,133,187,174,67,9
860Z200US62975,140,72,68,0,0,0,0,0,0,0,12,65,5,36,22,0
860Z200US62976,255,100,155,23,10,7,6,5,35,8,55,26,16,34,22,8
860Z200US62977,744,325,419,66,50,73,58,33,53,121,74,53,53,65,25,20
860Z200US62979,865,382,483,24,38,37,54,27,118,118,81,59,38,128,87,56
860Z200US62982,1111,598,513,70,46,75,36,41,103,176,268,85,49,84,75,3
860Z200US62983,1531,762,769,69,118,36,40,94,115,220,275,120,127,174,87,56
860Z200US62984,1596,785,811,68,107,139,84,46,192,158,268,90,70,215,124,35
860Z200US62985,1011,369,642,28,20,47,65,64,71,128,209,85,121,89,69,15
860Z200US62987,1464,801,663,28,77,205,104,81,84,180,169,141,76,266,29,24
860Z200US62988,1360,682,678,14,79,128,54,49,111,202,225,102,103,236,47,10
860Z200US62990,1228,557,671,148,110,171,43,50,154,45,74,92,105,102,122,12
860Z200US62992,759,376,383,19,16,85,69,12,96,127,107,74,61,56,34,3
860Z200US62994,720,308,412,82,103,70,21,24,140,52,58,73,22,38,25,12
860Z200US62995,6113,4022,2091,261,224,256,272,387,1029,994,876,449,398,586,219,162
860Z200US62996,503,260,243,68,30,56,39,34,31,69,31,11,25,64,38,7
860Z200US62997,565,319,246,59,36,42,47,30,75,95,71,29,28,32,14,7
860Z200US62998,158,79,79,0,0,25,0,0,0,48,22,10,9,0,26,18
860Z200US62999,1579,774,805,116,92,104,55,85,240,181,232,86,86,182,94,26
860Z200US63673,2072,915,1157,91,98,105,253,95,223,267,239,154,204,174,103,66
