GEOID,poptotal,gender_male,gender_female,age_0to4,age_5to9,age_10to14,age_15to19,age_20to24,age_25to34,age_35to44,age_45to54,age_55to59,age_60to64,age_65to74,age_75to84,age_85plus
860Z200US60554,12043,6246,5797,602,843,699,1009,637,733,1621,1674,1065,604,1673,625,258
860Z200US60555,13924,6786,7138,486,1044,839,1050,817,2024,1982,1775,1017,901,1346,550,93
860Z200US60556,2297,1037,1260,186,238,179,159,158,153,520,204,135,155,133,46,31
860Z200US60557,260,151,109,0,0,0,0,25,26,29,0,105,17,17,41,0
860Z200US60558,13550,6898,6652,1053,1228,1284,998,394,461,1903,2125,1464,819,900,607,314
860Z200US60559,24706,11833,12873,1563,1450,1214,1372,1173,3755,3321,2962,1750,1838,2627,1185,496
860Z200US60560,26499,13909,12590,1521,2899,1709,1833,1011,4083,5064,2995,1098,1463,1866,711,246
860Z200US60561,23444,11761,11683,750,1227,1360,1385,1375,2761,2932,2912,1842,1893,3255,1303,449
860Z200US60563,38704,18854,19850,2975,2414,2256,2150,1729,6780,5648,5023,2143,2062,2987,1544,993
860Z200US60564,46390,23068,23322,2766,3298,4505,3562,2219,4117,7437,7902,3697,2502,2988,1098,299
860Z200US60565,39200,19268,19932,1955,2851,3178,2703,1959,3354,5133,6003,3025,2934,4246,1458,401
860Z200US60585,24471,12277,12194,1147,1947,2701,2359,1320,1627,3779,5287,1538,1015,1046,456,249
860Z200US60586,48227,23703,24524,3570,3488,3904,4206,3903,6553,6214,7679,2847,2193,2691,821,158
860Z200US60601,14804,6544,8260,359,394,114,717,1406,5388,2221,1116,448,678,1298,556,109
860Z200US60602,1142,602,540,60,59,0,8,14,496,303,142,20,16,24,0,0
860Z200US60603,1275,680,595,12,11,0,123,199,327,65,118,120,76,194,30,0
860Z200US60604,687,266,421,0,0,0,149,119,178,40,50,39,41,34,37,0
860Z200US60605,32077,15682,16395,1196,900,691,1299,2562,10229,5848,2873,1862,1474,1969,1012,162
860Z200US60606,3298,1731,1567,75,46,0,0,179,1067,917,439,235,84,161,95,0
860Z200US60607,29990,15189,14801,1622,970,464,2728,4058,9570,4645,2716,795,828,791,415,388
860Z200US60608,83689,46766,36923,3924,4266,4843,4002,7818,19747,12436,9750,4127,3939,5733,2090,1014
860Z200US60609,61861,30898,30963,3888,4122,4863,4176,4375,9589,8500,8166,3602,2808,5137,2012,623
860Z200US60610,42422,20328,22094,1287,874,1081,1612,3392,15153,4317,4016,2135,2165,3997,1567,826
860Z200US60611,34562,16359,18203,1117,415,424,288,2764,9380,4662,2694,3088,2391,4720,1825,794
860Z200US60612,33908,15986,17922,1967,1932,2151,2110,2844,6666,5142,3963,2007,1740,2215,1001,170
860Z200US60613,53282,26947,26335,2936,1788,1221,837,5813,16833,8806,5894,2202,2195,2740,1281,736
860Z200US60614,72119,36445,35674,3396,2812,2874,4006,7888,22102,8865,6859,3080,3236,4366,1986,649
860Z200US60615,41767,18999,22768,1759,1598,1755,1920,4960,8683,5463,4539,2550,2655,3949,1371,565
860Z200US60616,53085,25537,27548,2257,1548,2488,2181,3469,11971,7104,6636,3445,3291,4894,2111,1690
860Z200US60617,84193,38179,46014,5041,5780,7125,5693,6308,10336,10800,9760,5494,4349,7826,3779,1902
860Z200US60618,95078,47232,47846,6673,5514,5376,4583,5065,20358,18120,11788,5275,4150,5086,2202,888
860Z200US60619,63481,27975,35506,3597,3429,3964,4057,3266,8763,7529,7586,5506,4690,6219,3135,1740
860Z200US60620,69357,31117,38240,4566,4107,5324,4183,4564,8508,8763,7988,4704,4070,6411,4474,1695
860Z200US60621,26538,12601,13937,2069,1833,2029,1743,1441,3922,2692,3059,1877,1834,2174,1223,642
860Z200US60622,54650,27473,27177,3549,1902,1425,1241,3210,21628,10494,4614,1701,1318,2078,979,511
860Z200US60623,77352,37495,39857,5125,5813,6073,5895,5460,12010,10633,8457,4428,3598,6253,2691,916
860Z200US60624,36986,17908,19078,2668,2542,2976,2646,2913,5423,4814,3949,2598,2347,2225,1482,403
860Z200US60625,80028,39522,40506,4751,4450,3968,4550,5273,16444,14366,10172,4225,3782,4926,2118,1003
860Z200US60626,50295,24977,25318,2810,2333,1867,3133,5328,9339,7440,6908,3484,2555,3312,1284,502
860Z200US60628,64489,29528,34961,3557,3701,4225,3675,4595,9362,7288,8819,4300,4027,5685,3745,1510
860Z200US60629,107487,53734,53753,8267,7013,8898,8496,8580,15720,13715,13436,5125,4491,7902,4953,891
860Z200US60630,55591,27804,27787,3238,3248,2832,2782,2643,7973,8024,7726,3422,4045,6284,2317,1057
860Z200US60631,30589,15073,15516,2342,2047,1669,1334,1152,3582,4371,4301,2262,1983,2697,1489,1360
860Z200US60632,87395,44842,42553,6159,6168,6944,6074,6593,15284,10896,10194,5356,3925,5868,2772,1162
860Z200US60633,12674,6207,6467,696,868,754,908,706,1780,1631,1610,1031,764,1004,669,253
860Z200US60634,77520,37301,40219,3661,3697,5186,5294,4222,10100,10788,12376,5301,5437,6617,3509,1332
860Z200US60636,30412,14648,15764,2017,1726,1743,1993,1964,4058,3194,2919,2478,2054,3246,2432,588
860Z200US60637,49514,22274,27240,2670,3189,3360,5789,4529,7454,5414,5286,2623,3140,3515,1729,816
860Z200US60638,58959,30012,28947,3653,3912,4262,3456,2934,7906,8543,8762,3996,3478,4788,2062,1207
860Z200US60639,89037,44024,45013,5889,5918,7107,7036,6585,12138,13015,11031,4649,5141,6512,2936,1080
860Z200US60640,67936,35518,32418,3011,2300,1756,1818,4462,17526,11499,8912,4571,3105,4619,2849,1508
860Z200US60641,71003,34499,36504,4432,4336,4669,4287,4291,11064,11358,9280,4558,4698,4681,2334,1015
860Z200US60642,21374,10702,10672,996,273,427,516,1273,9352,4212,1919,562,689,780,320,55
860Z200US60643,49796,22833,26963,2802,2599,3704,3295,2551,5725,5439,6669,4117,3909,4846,2656,1484
860Z200US60644,47630,22030,25600,3357,3680,3220,2738,3143,6720,6477,5736,2445,3316,4067,2155,576
860Z200US60645,48585,24547,24038,4211,3533,3498,3273,2145,7016,6598,6015,2671,2881,4075,2058,611
860Z200US60646,29326,13469,15857,2014,2143,1635,1782,913,3450,4293,3792,1978,1965,2829,1697,835
860Z200US60647,85564,42760,42804,5488,3703,3516,3110,5771,26971,14915,9009,3693,3069,3871,1572,876
860Z200US60649,48973,22457,26516,3375,2908,2839,2120,2561,8982,6638,5421,2837,3932,4704,1807,849
860Z200US60651,64638,30341,34297,3826,4150,5190,4804,4797,9817,9144,7176,4001,3610,5240,1798,1085
860Z200US60652,43485,21273,22212,2282,2916,3805,3335,3164,5373,6170,5926,2800,2449,3329,1335,601
860Z200US60653,34519,14371,20148,2726,2083,2356,2092,1867,5404,3954,4339,2368,2169,2980,1433,748
860Z200US60654,21859,11076,10783,484,320,100,283,1999,9254,3522,2445,955,825,1309,313,50
860Z200US60655,28751,14279,14472,1619,2115,2245,1977,1532,2865,4032,3711,2341,2117,2541,1082,574
860Z200US60656,28665,14833,13832,1865,1333,1562,1155,1182,5162,3859,3530,2121,1832,3025,1501,538
860Z200US60657,72113,37628,34485,4060,2581,1846,1406,8270,25429,10545,7216,2331,2481,3610,1558,780
860Z200US60659,43729,21470,22259,3394,2661,3432,3195,2534,6119,5728,6002,2777,2770,3181,1149,787
860Z200US60660,44972,22790,22182,2396,1542,1367,2478,3832,10281,6919,5637,2175,2224,3650,1729,742
860Z200US60661,11073,5704,5369,529,238,74,95,798,5071,2487,958,348,157,247,13,58
860Z200US60706,24272,12012,12260,1406,1190,1286,1337,1002,2654,3710,3415,1815,1752,2334,1547,824
860Z200US60707,41309,19368,21941,2030,2621,2543,2400,2280,5472,5938,5645,2904,2602,4018,2107,749
860Z200US60712,13358,6572,6786,626,812,1083,733,452,1122,1729,1418,696,892,1640,1149,1006
860Z200US60714,31208,15230,15978,1455,1801,1304,1613,1524,3447,3779,4041,2333,2044,3243,2371,2253
860Z200US60803,22329,10945,11384,1351,1691,1597,1256,1217,2481,3369,2791,1539,1300,2265,982,490
860Z200US60804,84905,41977,42928,5108,6033,7253,7936,7423,11215,11885,11602,4858,4014,4889,1972,717
860Z200US60805,19884,9328,10556,1422,1277,1328,1214,1055,2621,2384,2743,1497,1246,2112,604,381
860Z200US60827,26010,11725,14285,2374,2293,2291,2066,1819,3664,3132,2734,1512,1469,1855,531,270
860Z200US60901,34453,16698,17755,2322,2262,2399,2179,2101,4460,4643,3877,2264,2406,3120,1604,816
860Z200US60910,534,270,264,27,11,39,16,39,72,38,130,16,57,43,41,5
860Z200US60911,1250,644,606,83,39,115,76,46,179,162,158,86,91,148,52,15
860Z200US60912,539,287,252,44,49,11,20,15,72,77,51,22,43,90,37,8
860Z200US60913,1596,804,792,10,24,95,85,69,46,143,232,165,188,238,245,56
860Z200US60914,28842,13757,15085,1646,1784,1679,2962,3047,3682,3170,3541,1848,1680,2497,1007,299
860Z200US60915,10084,4842,5242,631,601,628,681,1027,1273,1236,1314,405,619,832,620,217
860Z200US60917,464,233,231,20,49,32,8,11,53,63,32,50,86,45,15,0
860Z200US60918,603,328,275,15,24,45,42,4,28,93,50,54,120,33,78,17
860Z200US60919,528,239,289,37,18,20,33,38,91,40,110,29,22,56,18,16
860Z200US60920,185,91,94,6,8,14,3,0,22,20,16,18,10,43,25,0
860Z200US60921,1586,891,695,160,77,110,53,123,156,162,157,187,142,150,80,29
860Z200US60922,2616,1349,1267,90,158,208,195,191,325,375,369,144,127,306,72,56
860Z200US60924,1512,724,788,165,73,72,55,69,156,178,117,121,95,212,148,51
860Z200US60926,81,46,35,2,3,0,0,0,19,13,3,18,0,15,3,5
860Z200US60927,2255,1090,1165,106,158,158,88,96,357,259,322,112,163,169,196,71
860Z200US60928,518,235,283,26,37,24,21,28,99,21,81,35,18,55,53,20
860Z200US60929,663,307,356,14,65,44,54,15,115,66,96,51,29,66,32,16
860Z200US60930,749,342,407,31,47,35,72,17,80,73,41,31,63,115,87,57
860Z200US60931,702,373,329,64,65,29,59,32,80,91,78,36,73,67,23,5
860Z200US60932,379,259,120,0,7,182,6,0,7,6,20,0,151,0,0,0
860Z200US60933,284,143,141,7,25,15,7,28,35,21,37,27,5,54,12,11
860Z200US60934,225,111,114,13,7,8,16,9,20,45,16,5,14,29,42,1
860Z200US60935,1312,627,685,140,53,134,97,32,233,187,117,87,68,120,32,12
860Z200US60936,4243,2094,2149,213,282,220,275,205,419,577,647,323,333,387,234,128
860Z200US60938,1816,869,947,118,53,138,150,90,193,239,201,101,115,228,147,43
860Z200US60939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860Z200US60940,3098,1591,1507,229,269,283,210,122,322,355,378,215,219,315,158,23
860Z200US60941,1695,852,843,104,143,111,97,83,148,238,207,90,117,250,49,58
860Z200US60942,5797,3051,2746,335,415,378,294,425,839,456,837,353,296,745,277,147
860Z200US60945,252,101,151,9,37,15,26,3,17,28,44,20,8,27,18,0
860Z200US60946,446,185,261,38,14,31,46,9,61,89,21,22,38,41,26,10
860Z200US60948,1591,898,693,38,93,106,174,94,55,155,183,147,147,200,184,15
860Z200US60949,500,254,246,19,33,37,29,66,40,55,83,41,38,40,10,9
860Z200US60950,12006,6245,5761,497,616,971,859,705,1278,1280,1566,933,757,1381,705,458
860Z200US60951,854,497,357,88,67,33,37,25,180,46,137,48,80,85,20,8
860Z200US60952,632,303,329,79,60,40,25,71,76,72,41,41,60,42,18,7
860Z200US60953,2560,1220,1340,173,217,230,166,154,247,324,315,136,151,330,98,19
860Z200US60954,5623,3093,2530,292,247,299,444,323,775,519,793,412,389,534,396,200
860Z200US60955,1820,942,878,71,170,167,201,108,127,223,224,149,105,124,107,44
860Z200US60956,117,58,59,4,4,12,1,9,7,19,14,10,14,19,0,4
860Z200US60957,5720,2925,2795,235,401,436,515,235,615,648,770,312,424,535,351,243
860Z200US60958,1410,727,683,47,56,117,94,22,221,121,146,95,122,288,43,38
860Z200US60959,915,453,462,30,42,30,17,66,78,88,116,79,178,108,48,35
860Z200US60960,908,454,454,42,64,116,89,27,121,133,122,51,31,85,20,7
860Z200US60961,748,404,344,42,80,28,31,31,45,72,130,47,50,76,83,33
860Z200US60962,637,306,331,80,39,51,65,64,57,69,75,50,32,39,10,6
860Z200US60963,1345,619,726,92,95,139,119,77,92,155,179,56,98,127,79,37
860Z200US60964,4749,2498,2251,267,296,322,301,255,436,513,570,443,360,558,325,103
860Z200US60966,1464,737,727,83,57,75,97,92,149,94,293,152,140,100,63,69
860Z200US60967,55,26,29,0,0,0,0,0,0,0,29,0,0,26,0,0
860Z200US60968,520,262,258,63,56,17,27,17,47,72,37,30,65,61,24,4
860Z200US60969,71,39,32,7,7,4,11,7,9,11,10,3,1,1,0,0
860Z200US60970,6370,2972,3398,247,288,234,404,424,472,709,740,530,815,822,463,222
860Z200US60973,330,147,183,36,21,28,21,33,35,53,27,5,12,39,14,6
860Z200US60974,286,140,146,11,12,35,25,3,45,36,36,16,17,34,16,0
860Z200US61001,1251,578,673,45,43,112,113,45,52,115,171,94,107,141,177,36
860Z200US61006,1377,707,670,63,33,91,89,36,166,127,212,116,102,163,77,102
860Z200US61007,373,209,164,66,19,31,15,8,33,57,26,14,40,23,41,0
860Z200US61008,34420,16535,17885,1717,2277,2731,2536,1848,3900,4151,4492,2443,2447,3563,1807,508
860Z200US61010,7496,3667,3829,527,518,618,414,452,755,1097,1001,406,704,573,325,106
860Z200US61011,2597,1386,1211,116,131,42,122,306,237,187,509,297,146,363,91,50
860Z200US61012,2680,1505,1175,247,111,222,206,216,399,359,351,212,152,148,47,10
860Z200US61013,664,345,319,31,24,53,52,26,54,63,130,67,39,67,49,9
860Z200US61014,1140,567,573,66,62,24,49,43,214,63,170,159,130,78,66,16
860Z200US61015,1015,431,584,30,68,104,127,119,15,246,51,110,27,63,39,16
860Z200US61016,4836,2376,2460,229,204,344,297,136,398,620,708,485,384,673,253,105
860Z200US61018,1076,577,499,35,29,95,129,97,75,98,120,108,78,99,98,15
860Z200US61019,3318,1514,1804,23,72,286,490,121,199,370,503,170,155,575,302,52
860Z200US61020,3167,1567,1600,191,232,451,299,179,362,546,368,157,85,182,94,21
860Z200US61021,22680,12359,10321,1071,1045,1252,1332,1069,3124,3036,2650,1883,1673,2640,1225,680
860Z200US61024,2471,1319,1152,185,162,101,228,100,186,308,394,96,226,258,122,105
860Z200US61025,4316,2320,1996,181,185,186,324,289,297,462,495,554,406,530,329,78
860Z200US61027,121,72,49,25,0,9,7,0,54,0,18,0,0,0,8,0
860Z200US61028,1780,881,899,105,40,101,117,78,257,159,148,135,105,254,162,119
860Z200US61030,2328,1049,1279,88,133,219,198,47,427,309,144,204,147,277,94,41
860Z200US61031,1737,874,863,73,142,112,73,176,127,294,148,105,114,179,73,121
860Z200US61032,29231,13945,15286,1922,1634,1579,1441,1912,3119,2882,3522,1951,2326,3980,1835,1128
860Z200US61036,6978,3463,3515,176,296,350,244,169,520,774,791,582,658,1510,579,329
860Z200US61037,107,37,70,0,0,0,19,0,0,0,17,7,0,51,13,0
860Z200US61038,1310,763,547,98,26,103,234,64,24,104,266,10,55,234,92,0
860Z200US61039,834,445,389,77,70,68,47,35,103,154,89,28,44,96,15,8
860Z200US61041,1437,709,728,129,138,83,97,54,160,199,145,59,52,177,118,26
860Z200US61042,501,292,209,15,72,14,3,5,115,18,93,39,22,40,49,16
860Z200US61043,156,69,87,3,12,15,24,0,13,24,8,7,21,9,14,6
860Z200US61044,136,82,54,0,17,0,0,0,19,12,14,25,44,0,5,0
860Z200US61046,2652,1303,1349,126,188,135,124,139,148,308,276,247,175,535,191,60
860Z200US61047,1712,891,821,106,80,86,148,46,201,167,314,142,191,114,95,22
860Z200US61048,3952,2153,1799,194,266,253,271,37,385,403,516,209,353,429,479,157
860Z200US61049,682,385,297,50,35,55,49,29,52,54,156,50,38,91,16,7
860Z200US61050,278,150,128,0,0,48,24,0,20,0,83,29,15,23,29,7
860Z200US61051,1436,758,678,109,63,113,98,86,104,176,202,80,73,163,98,71
860Z200US61052,916,492,424,26,25,126,38,39,72,106,90,69,53,144,122,6
860Z200US61053,2802,1302,1500,152,152,243,147,204,230,255,245,233,202,430,241,68
860Z200US61054,3581,1710,1871,388,309,73,51,66,507,161,440,242,147,479,318,400
860Z200US61057,109,40,69,0,12,7,17,0,19,0,23,0,0,31,0,0
860Z200US61059,205,134,71,4,0,13,28,47,2,13,53,8,9,19,9,0
860Z200US61060,1397,767,630,55,56,85,132,98,159,135,249,101,85,177,34,31
860Z200US61061,6930,3510,3420,415,237,348,408,253,547,750,954,549,807,952,462,248
860Z200US61062,2063,1029,1034,146,145,219,148,92,118,308,299,143,191,178,41,35
860Z200US61063,4151,2198,1953,235,374,237,263,193,409,597,588,259,226,352,291,127
860Z200US61064,4263,2192,2071,105,346,338,197,159,620,443,740,308,221,512,186,88
860Z200US61065,10406,5644,4762,648,308,1213,1080,723,1194,1438,1592,549,497,630,217,317
860Z200US61067,695,361,334,3,11,29,0,37,14,39,105,105,103,176,46,27
860Z200US61068,14609,7236,7373,617,817,859,1427,1108,1676,1686,1908,1104,994,1237,767,409
860Z200US61070,1536,682,854,47,98,111,77,64,170,173,154,69,168,260,64,81
860Z200US61071,13840,6924,6916,769,663,1303,819,744,1459,1634,1818,841,1305,1476,716,293
860Z200US61072,10825,5320,5505,385,508,771,847,567,878,1602,1788,736,892,1104,665,82
860Z200US61073,20685,10739,9946,1484,1462,1816,1566,980,2039,2624,3205,1370,1309,1660,998,172
860Z200US61074,4304,2015,2289,173,209,292,266,226,314,459,452,324,396,700,340,153
860Z200US61075,995,549,446,87,46,45,47,39,94,74,110,44,62,229,81,37
860Z200US61077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860Z200US61078,1364,609,755,133,136,58,109,72,92,120,181,95,37,115,160,56
860Z200US61079,209,103,106,11,9,15,21,29,6,22,29,15,22,19,8,3
860Z200US61080,10668,5323,5345,903,897,634,470,450,2043,1140,1248,712,613,897,398,263
860Z200US61081,21414,10924,10490,1054,1338,1291,1245,1471,2370,2414,2814,1528,1386,2538,1262,703
860Z200US61084,3061,1555,1506,121,122,384,174,109,240,350,487,301,202,452,59,60
860Z200US61085,3146,1584,1562,106,237,303,158,68,347,311,482,217,171,467,163,116
860Z200US61087,1544,717,827,78,111,68,87,77,131,178,147,128,141,282,88,28
860Z200US61088,6416,3129,3287,284,367,654,289,325,491,759,839,766,550,620,346,126
860Z200US61089,661,351,310,37,32,37,18,32,108,81,75,20,91,108,18,4
860Z200US61091,19,10,9,0,0,0,0,0,0,0,19,0,0,0,0,0
860Z200US61101,20394,9803,10591,1083,1575,2131,1805,856,2666,2553,2269,1184,1297,1669,861,445
860Z200US61102,16861,8438,8423,1078,1144,1198,1587,1181,2481,1951,2158,1026,935,1090,744,288
860Z200US61103,23446,11308,12138,1456,1507,1311,1452,1217,2691,2943,2679,1773,1772,2633,1172,840
860Z200US61104,19106,9833,9273,1517,1568,1493,1156,1394,2927,2338,2331,1356,810,1539,362,315
860Z200US61107,29363,14378,14985,1406,1560,2348,1260,1457,3679,3534,3730,1664,2308,3737,1533,1147
860Z200US61108,29582,14811,14771,1851,2019,1668,1910,1724,3219,3632,2828,2398,2000,3652,1392,1289
860Z200US61109,26834,12810,14024,2321,1472,1523,1762,2310,3871,2542,3775,1893,1725,2272,1055,313
860Z200US61111,22903,10797,12106,1691,860,1398,1266,1659,3608,2318,2366,2016,1403,2844,1029,445
860Z200US61112,111,55,56,0,0,0,0,0,0,0,8,8,0,8,32,55
860Z200US61114,14999,7078,7921,686,786,802,814,1015,1433,1542,1802,959,1120,2112,938,990
860Z200US61115,22480,10705,11775,1098,1547,1569,1512,1435,2588,2974,3464,1434,1272,2508,841,238
860Z200US61201,38025,19024,19001,2316,2089,2648,3652,3203,4844,4339,3911,2178,2399,3796,1695,955
860Z200US61230,890,437,453,64,77,61,31,8,159,99,71,49,65,119,66,21
860Z200US61231,5096,2551,2545,262,297,299,304,285,479,587,613,440,357,645,278,250
860Z200US61232,1431,722,709,77,40,75,94,68,190,113,274,159,86,186,66,3
860Z200US61233,244,134,110,6,10,27,24,0,10,37,47,11,17,39,11,5
860Z200US61234,1172,607,565,81,66,99,56,31,136,172,161,103,71,126,57,13
860Z200US61235,1661,736,925,104,55,160,135,80,157,254,196,48,127,203,88,54
860Z200US61236,82,33,49,2,10,0,7,5,15,7,9,0,17,8,2,0
860Z200US61237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860Z200US61238,2825,1459,1366,153,151,154,217,170,350,337,382,202,189,298,143,79
860Z200US61239,1154,541,613,31,65,99,34,140,171,69,183,73,93,44,145,7
860Z200US61240,5977,3117,2860,161,319,514,311,286,303,820,849,431,527,913,491,52
860Z200US61241,6801,3306,3495,301,263,512,411,450,842,812,994,636,545,759,198,78
860Z200US61242,1217,699,518,33,45,93,91,20,147,103,146,71,157,198,72,41
860Z200US61243,299,161,138,0,8,0,15,17,9,0,89,33,73,44,0,11
860Z200US61244,23628,11762,11866,1488,1551,1638,1586,1282,2790,3172,3405,1288,1356,2245,1123,704
860Z200US61250,2707,1330,1377,153,207,321,160,58,142,398,335,167,171,354,101,140
860Z200US61251,438,193,245,42,14,20,44,18,26,86,71,10,54,34,19,0
860Z200US61252,5357,2730,2627,336,317,220,285,105,708,568,726,375,563,763,279,112
860Z200US61254,12018,5996,6022,375,1004,829,738,480,1071,1491,1587,658,868,1403,917,597
860Z200US61256,1911,914,997,115,58,163,208,92,248,171,293,104,82,252,108,17
860Z200US61257,919,495,424,49,64,66,38,55,73,150,67,135,52,123,42,5
860Z200US61258,221,131,90,3,9,28,16,1,33,38,37,4,19,29,2,2
860Z200US61259,1375,693,682,102,27,81,90,63,67,139,256,177,101,193,40,39
860Z200US61260,704,353,351,39,17,82,21,53,82,91,72,34,41,99,56,17
860Z200US61261,740,365,375,25,11,50,46,59,65,66,98,54,82,88,86,10
860Z200US61262,759,346,413,48,27,39,69,0,38,119,69,67,71,151,38,23
860Z200US61263,891,416,475,100,92,56,56,22,134,85,102,28,71,60,60,25
860Z200US61264,10127,4962,5165,596,562,498,426,503,1151,1192,1341,734,906,1354,647,217
860Z200US61265,44150,21552,22598,2905,3268,2539,2113,2566,5922,5533,4758,2857,3010,4827,2797,1055
860Z200US61270,6991,3420,3571,479,340,490,424,334,860,724,740,566,470,841,454,269
860Z200US61272,1299,607,692,62,120,109,48,82,163,158,100,95,139,134,78,11
860Z200US61273,3170,1661,1509,197,282,231,285,144,284,523,397,186,176,261,154,50
860Z200US61274,233,115,118,8,0,0,40,15,0,34,33,33,18,30,0,22
860Z200US61275,4330,2087,2243,253,229,371,264,166,395,437,608,425,400,499,244,39
860Z200US61276,72,50,22,12,9,10,0,0,28,0,0,0,0,6,7,0
860Z200US61277,3108,1545,1563,205,177,130,326,119,305,254,337,238,267,382,242,126
860Z200US61278,662,311,351,33,51,63,26,27,29,101,31,46,61,120,49,25
860Z200US61279,1034,553,481,40,66,74,90,42,72,181,112,69,48,108,88,44
860Z200US61281,2395,1269,1126,50,87,132,235,100,138,242,396,275,229,361,133,17
860Z200US61282,8263,4122,4141,486,472,527,430,398,1003,1105,785,647,641,1015,456,298
860Z200US61283,1671,880,791,127,131,142,110,104,183,183,168,121,130,175,74,23
860Z200US61284,1800,850,950,79,26,33,62,18,131,89,104,301,222,375,280,80
860Z200US61285,2338,1541,797,85,72,36,112,83,465,367,310,183,169,266,166,24
860Z200US61301,10295,4930,5365,676,558,635,658,581,1469,1109,1151,819,602,1063,704,270
860Z200US61310,3569,1776,1793,146,254,146,142,243,381,297,613,221,256,555,308,7
860Z200US61311,381,207,174,0,29,36,0,18,34,158,25,0,0,32,10,39
860Z200US61312,412,227,185,21,24,25,17,17,36,55,78,38,37,41,23,0
860Z200US61313,229,112,117,0,0,0,6,25,29,35,40,3,78,8,5,0
860Z200US61314,839,437,402,51,42,71,49,31,68,98,137,123,49,88,27,5
860Z200US61315,242,125,117,13,11,14,20,22,20,33,48,15,17,18,5,6
860Z200US61316,252,127,125,17,14,13,17,26,34,33,36,17,8,25,8,4
860Z200US61317,475,252,223,33,28,30,11,23,39,48,31,47,33,66,80,6
860Z200US61318,752,389,363,39,25,92,98,48,58,107,75,44,42,105,12,7
860Z200US61319,1153,611,542,53,42,41,65,87,99,110,127,67,169,203,86,4
860Z200US61320,639,296,343,61,48,15,29,32,91,72,57,49,59,69,44,13
860Z200US61321,340,142,198,29,37,22,18,15,68,22,63,20,17,25,4,0
860Z200US61322,1461,817,644,92,108,107,164,27,179,158,216,98,69,186,42,15
860Z200US61323,122,66,56,5,5,3,4,6,12,10,12,15,11,19,17,3
860Z200US61324,80,42,38,0,0,0,0,0,0,0,0,0,33,23,9,15
860Z200US61325,1127,608,519,99,47,30,112,69,135,184,134,61,77,108,60,11
860Z200US61326,2097,1042,1055,181,67,146,80,127,249,222,234,166,126,254,196,49
860Z200US61327,1496,719,777,48,80,125,134,82,138,171,232,58,256,114,43,15
860Z200US61328,134,67,67,0,0,26,42,0,0,26,40,0,0,0,0,0
860Z200US61329,1285,601,684,77,102,78,88,49,110,216,179,142,89,52,77,26
860Z200US61330,1209,612,597,36,95,46,92,97,102,109,208,113,79,122,90,20
860Z200US61331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860Z200US61332,143,74,69,6,4,12,17,3,11,18,35,4,3,9,5,16
860Z200US61333,352,192,160,12,38,47,28,2,25,70,25,12,30,33,24,6
860Z200US61334,655,357,298,41,35,39,65,49,54,94,70,47,56,58,36,11
860Z200US61335,374,198,176,14,20,25,28,25,6,79,30,10,29,94,12,2
860Z200US61336,408,236,172,15,13,8,30,14,43,62,49,24,33,107,9,1
860Z200US61337,544,253,291,70,40,38,21,31,91,40,85,36,31,21,34,6
860Z200US61338,219,120,99,8,6,11,1,17,24,27,34,18,20,20,17,16
860Z200US61340,476,260,216,18,36,29,35,17,72,38,51,78,29,40,22,11
860Z200US61341,7507,3695,3812,414,324,615,499,245,721,1076,1067,492,558,870,497,129
860Z200US61342,8564,4273,4291,419,549,556,626,689,853,962,1157,734,411,900,420,288
860Z200US61344,269,150,119,7,21,15,13,18,35,29,43,23,25,19,17,4
860Z200US61345,710,377,333,43,17,36,25,34,87,67,100,83,53,110,15,40
860Z200US61346,62,32,30,3,0,1,5,4,3,5,4,6,5,13,10,3
860Z200US61348,4456,2360,2096,201,354,259,302,168,592,441,568,413,236,480,296,146
860Z200US61349,986,468,518,18,59,92,58,35,94,151,101,101,60,117,53,47
860Z200US61350,24444,11871,12573,1325,1637,1541,1665,1226,2941,2940,2956,1933,1850,2575,1213,642
860Z200US61353,1229,617,612,69,149,107,43,60,199,129,130,83,75,107,55,23
860Z200US61354,10407,4974,5433,586,700,547,476,391,1206,1037,1261,974,641,1324,734,530
860Z200US61356,10896,5095,5801,514,503,709,596,533,1307,908,1367,802,694,1619,1004,340
860Z200US61358,298,134,164,1,1,31,30,9,23,35,61,19,27,30,26,5
860Z200US61359,400,196,204,30,5,28,25,23,38,42,47,17,22,80,30,13
860Z200US61360,3466,1726,1740,254,229,209,201,194,478,244,440,315,322,445,100,35
860Z200US61361,1390,690,700,92,109,58,88,76,155,197,166,130,111,106,74,28
860Z200US61362,5933,2935,2998,244,284,443,389,457,663,692,647,425,448,805,348,88
860Z200US61363,279,148,131,24,17,18,16,6,26,32,35,25,10,19,24,27
860Z200US61364,18152,9013,9139,1045,852,905,1024,1366,2087,2347,1923,1323,1489,2059,1101,631
860Z200US61367,873,438,435,115,53,33,30,32,196,109,93,69,28,53,39,23
860Z200US61368,1294,684,610,59,70,60,91,127,85,187,235,87,71,90,114,18
860Z200US61369,1320,603,717,65,44,86,45,81,123,114,185,110,108,176,119,64
